date,AAPL,ABBV,AMZN,AVGO,BRK.B,COST,GOOGL,HD,JNJ,JPM,LLY,MA,META,MSFT,NVDA,PG,TSLA,UNH,V,XOM
2025-05-08,197.49,185.58,192.08,207.77,513.25,1007.71,154.28,364.86,155.66,253.47,751.45,567.12,598.01,438.17,117.37,158.65,284.82,385.55,351.27,106.07
2025-05-09,198.53,184.6,193.06,208.2,513.74,1008.09,152.75,362.71,154.22,253.08,734.57,568.64,592.49,438.73,116.65,157.66,298.26,380.64,352.54,107.31
2025-05-12,210.79,190.07,208.64,221.58,514.3,1016.15,158.46,376.59,154.14,260.05,755.57,578.27,639.43,449.26,123.0,160.9,318.38,378.75,355.85,109.16
2025-05-13,212.93,188.0,211.37,232.42,511.88,999.03,159.53,373.6,148.44,263.01,746.06,576.59,656.03,449.14,129.93,158.73,334.07,311.38,356.14,109.46
2025-05-14,212.33,177.44,210.25,232.12,503.4,991.54,165.37,372.81,146.36,265.64,715.56,573.28,659.36,452.94,135.34,158.02,347.68,308.01,356.46,108.48
2025-05-15,211.45,181.68,205.17,232.64,507.33,1010.47,163.96,378.63,149.61,267.49,733.29,582.2,643.88,453.13,134.83,162.41,342.82,274.35,362.3,108.58
2025-05-16,211.26,184.02,205.59,228.61,514.31,1025.83,166.19,380.78,151.33,267.56,757.39,583.28,640.34,454.27,135.4,163.28,349.98,291.91,365.12,108.19
2025-05-19,208.78,185.71,206.16,230.63,512.39,1034.34,166.54,379.38,152.49,264.88,755.11,586.41,640.43,458.87,135.57,164.77,342.09,315.89,367.9,106.47
2025-05-20,206.86,184.85,204.07,231.68,508.74,1036.82,163.98,377.05,153.66,265.68,747.01,581.11,637.1,458.17,134.38,165.64,343.82,321.58,366.84,104.95
2025-05-21,202.09,181.8,201.12,229.73,507.03,1025.3,168.56,370.84,153.18,261.04,724.95,569.54,635.5,452.57,131.8,165.43,334.62,302.98,358.3,103.66
2025-05-22,201.36,182.54,203.1,230.53,503.57,1018.13,170.87,366.13,152.61,260.67,715.2,570.14,636.57,454.86,132.83,165.03,341.04,296.67,357.97,102.97
2025-05-23,195.27,183.26,200.99,228.72,503.46,1008.5,168.47,362.71,152.94,260.71,713.71,563.58,627.06,450.18,131.29,165.86,339.34,295.57,353.54,103.03
2025-05-27,200.21,185.72,206.02,235.65,509.16,1017.79,172.9,370.4,153.25,265.29,725.22,574.55,642.32,460.69,135.5,167.76,362.89,295.0,359.3,103.52
2025-05-28,200.42,183.09,204.72,239.43,503.11,1013.14,172.36,368.06,152.43,263.49,719.39,575.92,643.58,457.36,134.81,167.36,356.9,298.11,359.73,102.11
2025-05-29,199.95,185.62,205.7,241.97,506.18,1008.74,171.86,368.29,153.58,264.37,722.57,577.78,645.05,458.68,139.19,168.56,358.43,298.17,362.4,102.69
2025-05-30,200.85,186.11,205.01,242.07,503.96,1040.18,171.74,368.29,155.21,264.0,737.67,585.6,647.49,460.36,135.13,169.89,346.46,301.91,365.19,102.3
2025-06-02,201.7,186.99,206.65,248.71,502.81,1056.85,169.03,367.96,155.4,264.66,747.12,581.22,670.9,461.97,137.38,167.78,342.69,304.72,365.32,103.05
2025-06-03,203.27,187.25,205.71,256.85,497.83,1055.59,166.18,373.08,154.42,266.27,750.78,581.97,666.85,462.97,141.22,166.85,344.27,301.22,365.86,103.8
2025-06-04,202.82,187.34,207.23,261.08,491.0,1051.69,168.05,372.4,153.22,264.22,765.84,584.13,687.95,463.87,141.92,165.95,332.05,300.38,368.0,102.3
2025-06-05,200.63,187.47,207.91,259.93,488.74,1010.81,168.21,369.28,153.66,261.95,765.68,585.44,684.62,467.68,139.99,162.8,284.7,295.84,366.77,101.83
2025-06-06,203.92,189.83,213.57,246.93,493.53,1014.94,173.68,367.33,155.03,265.73,769.88,590.12,697.71,470.38,141.72,164.02,295.14,303.22,370.22,104.27
2025-06-09,201.45,189.16,216.98,244.28,493.33,1006.18,176.09,365.2,155.23,266.74,773.71,584.33,694.06,472.75,142.63,162.56,308.58,303.19,366.66,104.97
2025-06-10,202.67,189.5,217.61,244.63,491.13,1007.27,178.6,367.91,156.45,268.6,807.19,589.54,702.4,470.92,143.96,162.84,326.09,303.79,370.7,107.22
2025-06-11,198.78,191.5,213.2,252.91,488.14,996.78,177.35,360.46,155.26,268.15,808.61,590.74,694.14,472.62,142.83,162.11,326.43,310.56,373.31,109.31
2025-06-12,199.2,192.42,213.24,256.07,490.34,1002.71,175.7,363.16,156.66,268.24,812.03,589.28,693.36,478.87,145.0,163.18,319.11,318.5,371.4,109.73
2025-06-13,196.45,191.08,212.1,248.7,487.54,990.21,174.67,354.66,157.1,264.95,819.36,562.03,682.87,474.96,141.97,160.28,325.31,313.53,352.85,112.12
2025-06-16,198.42,190.86,216.1,252.1,490.23,984.36,176.77,353.56,155.22,270.36,807.58,568.67,702.12,479.14,144.69,160.88,329.13,307.66,355.48,112.48
2025-06-17,195.64,185.48,214.82,249.37,483.48,977.72,175.95,348.78,152.38,269.52,791.24,569.45,697.23,478.04,144.12,158.52,316.35,308.87,357.84,114.0
2025-06-18,196.58,185.49,212.52,251.26,485.14,974.9,173.32,347.03,150.73,273.96,785.03,538.73,695.77,480.24,145.48,158.02,322.05,307.2,340.38,113.19
2025-06-20,201.0,185.3,209.69,249.99,484.85,980.29,166.64,349.62,149.79,275.0,762.73,532.97,682.35,477.4,143.85,159.08,322.16,302.01,338.57,114.7
2025-06-23,201.5,183.76,208.47,253.77,487.77,1004.48,165.19,356.96,151.32,278.27,770.64,542.35,698.53,486.0,144.17,161.03,348.68,300.68,343.75,111.74
2025-06-24,200.3,185.55,212.77,263.77,493.48,1001.92,166.77,360.42,152.19,281.26,778.08,557.53,712.2,490.11,147.9,160.36,340.47,305.62,351.63,108.34
2025-06-25,201.56,185.39,211.99,264.65,486.21,986.54,170.68,361.86,152.28,284.06,792.3,549.7,708.68,492.27,154.31,158.97,327.55,302.02,345.26,108.37
2025-06-26,201.0,186.79,217.12,270.17,485.05,982.91,173.54,363.5,152.01,288.75,795.12,545.81,726.09,497.45,155.02,158.63,325.78,302.62,346.03,109.99
2025-06-27,201.08,182.31,223.3,269.35,485.68,985.14,178.53,368.74,152.41,287.11,775.45,550.32,733.63,495.94,157.75,159.86,323.63,309.11,348.61,109.38
2025-06-30,205.17,185.62,219.39,275.65,485.77,989.94,176.23,366.64,152.75,289.91,779.53,561.94,738.09,497.41,157.99,159.32,317.66,311.97,355.05,107.8
2025-07-01,207.82,189.99,220.46,264.74,489.61,985.96,175.84,373.16,155.92,290.41,775.9,564.61,719.22,492.05,153.3,161.22,300.71,326.14,355.47,109.24
2025-07-02,212.44,190.75,219.92,269.9,480.48,982.36,178.64,371.85,155.56,292.0,779.28,561.52,713.57,491.09,157.25,161.2,315.65,307.56,354.22,111.05
2025-07-03,213.55,189.28,223.41,275.18,485.0,987.02,179.53,371.68,156.01,296.0,780.67,569.24,719.01,498.84,159.34,160.83,315.35,308.55,358.86,112.2
2025-07-07,209.95,187.63,223.47,274.18,478.03,992.18,176.79,367.64,155.27,291.97,772.87,565.12,718.35,497.72,158.24,160.5,293.94,303.71,356.64,111.11
2025-07-08,210.01,189.77,219.36,271.8,477.47,985.84,174.36,367.5,155.79,282.78,777.66,562.44,720.67,496.62,160.0,157.89,297.81,307.7,354.55,114.19
2025-07-09,211.14,190.62,222.54,277.9,478.91,982.09,176.62,371.04,156.28,283.16,786.92,565.11,732.78,503.51,162.88,157.52,295.88,302.91,357.76,113.8
2025-07-10,212.41,195.0,222.26,275.4,478.27,970.17,177.62,373.3,157.69,288.19,790.65,563.52,727.24,501.48,164.1,158.49,309.87,299.51,355.88,114.93
2025-07-11,211.16,192.45,225.02,274.38,475.86,970.33,180.19,370.07,156.9,286.86,793.01,550.18,717.51,503.32,164.92,157.05,313.51,304.1,347.93,115.43
2025-07-14,208.62,191.52,225.69,275.6,476.31,980.91,181.56,370.11,156.82,288.7,799.34,553.02,720.92,503.02,164.07,153.76,316.9,300.58,350.5,113.92
2025-07-15,209.11,186.39,226.35,280.94,470.13,967.68,182.0,358.64,155.17,286.55,771.75,550.36,710.39,505.82,170.7,152.68,310.78,291.71,347.02,112.91
2025-07-16,210.16,190.58,223.19,280.81,471.31,951.37,182.97,357.4,164.78,285.82,789.8,555.52,702.91,505.62,171.37,153.73,321.67,292.49,349.9,112.23
2025-07-17,210.02,191.4,223.88,286.45,473.4,953.91,183.58,359.04,162.98,289.9,761.5,555.61,701.41,511.7,173.0,155.62,319.41,288.07,349.81,111.66
2025-07-18,211.18,189.26,226.13,283.34,473.8,950.95,185.06,359.4,163.7,291.27,771.71,552.66,704.28,510.05,172.41,155.1,329.65,282.65,349.05,107.77
2025-07-21,212.48,184.85,229.3,288.21,474.41,947.56,190.1,364.04,164.36,290.97,762.18,554.65,712.97,510.06,171.38,155.03,328.49,282.14,350.94,108.05
2025-07-22,214.4,187.11,227.47,278.59,478.13,941.61,191.34,371.01,167.93,291.43,776.44,558.76,704.81,505.27,167.03,158.32,332.11,285.13,351.86,108.54
2025-07-23,214.15,190.55,228.29,283.69,482.63,941.19,190.23,376.35,169.1,296.76,798.89,562.09,713.58,505.87,170.78,158.28,332.56,292.51,355.29,109.93
2025-07-24,213.76,190.83,232.23,288.71,480.6,933.8,192.17,373.09,169.56,296.55,805.43,563.5,714.8,510.88,173.74,158.81,305.3,278.58,353.97,110.79
2025-07-25,213.88,190.28,231.44,290.18,484.07,935.48,193.18,375.34,168.3,298.62,812.69,568.22,712.68,513.71,173.5,158.3,316.06,281.06,357.04,110.4
2025-07-28,214.05,188.52,232.79,294.3,481.7,933.99,192.58,377.23,166.22,298.28,808.11,568.28,717.63,512.5,176.75,157.11,325.59,282.12,355.47,111.44
2025-07-29,211.27,191.22,231.01,297.42,476.56,934.57,195.75,377.34,168.11,297.04,762.95,563.32,700.0,512.57,175.51,156.61,321.2,261.07,351.29,112.88
2025-07-30,209.05,189.31,230.19,302.62,476.0,927.51,196.53,372.08,167.26,299.63,760.08,559.11,695.21,513.24,179.27,152.88,319.04,266.04,350.91,111.9
2025-07-31,207.57,189.02,234.11,293.7,471.88,939.64,191.9,367.51,164.74,296.24,740.07,566.47,773.44,533.5,177.87,150.47,308.27,249.56,345.47,111.64
2025-08-01,202.38,195.22,214.75,288.64,472.84,952.52,189.13,373.66,167.33,289.37,762.33,559.89,750.01,524.11,173.72,150.65,302.63,237.77,339.35,109.64
2025-08-04,203.35,197.19,211.65,297.72,459.11,955.37,195.04,380.82,171.04,294.26,769.0,569.81,776.37,535.64,180.0,150.76,309.26,240.98,342.15,107.37
2025-08-05,202.92,198.55,213.75,292.93,464.19,943.63,194.67,385.41,170.74,291.37,765.95,566.04,763.46,527.75,178.26,150.51,308.72,251.0,337.43,107.24
2025-08-06,213.25,196.3,222.31,301.67,468.91,968.56,196.09,386.8,170.59,291.35,746.37,569.13,771.99,524.94,179.42,152.86,319.91,245.78,339.74,106.51
2025-08-07,220.03,198.86,223.13,303.76,461.47,977.45,196.52,386.17,171.53,286.94,640.86,561.22,761.83,520.84,180.77,153.49,322.27,244.67,332.09,105.95
2025-08-08,229.35,198.05,222.69,304.97,465.4,980.98,201.42,387.85,173.33,288.76,625.65,574.32,769.3,522.04,182.7,153.51,329.65,250.89,336.78,106.8
2025-08-11,227.18,198.7,221.3,303.9,464.73,988.74,201.0,387.53,173.82,289.56,635.22,573.59,765.87,521.77,182.06,154.98,339.03,252.37,335.9,105.83
2025-08-12,229.65,198.64,221.47,312.83,470.39,991.25,203.34,396.0,172.78,292.85,639.43,574.18,790.0,529.24,183.16,155.09,340.84,261.57,336.74,106.13
2025-08-13,233.33,201.47,224.56,309.09,477.31,978.85,201.96,407.18,174.42,290.53,660.49,577.9,780.08,520.58,181.59,155.41,339.38,271.81,342.55,107.6
2025-08-14,232.78,204.68,230.98,311.23,479.22,975.39,202.94,400.32,174.72,294.16,684.43,583.76,782.13,522.48,182.02,153.74,335.58,271.49,345.49,107.38
2025-08-15,231.59,206.69,231.03,306.34,477.2,972.04,203.9,399.38,176.64,290.49,701.23,581.7,785.23,520.17,180.45,154.36,330.56,304.01,344.47,106.49
2025-08-18,230.89,206.57,231.49,305.76,478.52,979.35,203.5,394.7,176.25,291.53,698.05,584.14,767.37,517.1,182.01,155.72,335.16,308.49,342.74,106.72
2025-08-19,230.56,206.19,228.01,294.91,485.31,980.85,201.57,407.2,177.8,290.66,703.21,585.51,751.48,509.77,175.64,158.4,329.31,304.24,342.45,107.42
2025-08-20,226.01,209.15,223.81,291.17,488.68,994.57,199.32,401.74,178.84,292.24,705.44,592.68,747.72,505.72,175.4,159.51,323.9,299.84,343.93,108.53
2025-08-21,224.9,209.5,221.95,289.6,488.59,969.68,199.75,397.7,178.93,291.47,709.82,591.92,739.1,504.24,174.98,158.73,320.11,303.35,343.69,109.23
2025-08-22,227.76,210.6,228.84,294.0,489.0,958.54,206.09,412.79,179.29,296.24,711.68,598.96,754.79,507.23,177.99,158.67,340.01,307.42,350.04,111.28
2025-08-25,227.16,207.55,227.94,294.23,486.18,941.58,208.49,408.9,178.41,294.9,695.33,593.21,753.3,504.26,179.81,156.15,346.6,304.86,348.82,111.74
2025-08-26,229.31,208.36,228.71,298.01,492.21,941.34,207.14,407.54,176.49,298.57,736.03,591.61,754.1,502.04,181.77,155.97,351.67,300.43,351.18,111.49
2025-08-27,230.49,208.06,229.12,300.25,495.72,949.52,207.48,408.24,176.79,299.28,734.17,590.66,747.38,506.74,181.6,156.96,349.6,303.88,350.35,112.75
2025-08-28,232.56,207.92,231.6,308.65,499.86,944.96,211.64,407.45,175.45,301.07,731.96,590.48,751.11,509.64,180.17,155.65,345.98,302.29,349.86,113.35
2025-08-29,232.14,210.4,229.0,297.39,502.98,943.32,212.91,406.77,177.17,301.42,732.58,595.29,738.7,506.69,174.18,157.04,333.87,309.87,351.78,114.29
2025-09-02,229.72,211.92,225.34,298.24,501.14,938.82,211.35,406.31,178.06,299.7,735.19,591.87,735.11,505.12,170.78,157.99,329.36,308.8,350.07,114.69
2025-09-03,238.47,211.86,225.99,302.39,501.49,949.78,230.66,407.71,178.0,299.51,737.83,593.28,737.05,505.35,170.62,158.17,334.09,307.88,350.87,111.91
2025-09-04,239.78,213.0,235.68,306.1,506.91,955.9,232.3,411.69,178.76,303.82,742.91,595.64,748.65,507.97,171.66,159.19,338.53,310.38,350.99,112.4
2025-09-05,239.69,212.56,232.33,334.89,499.77,963.48,235.0,418.95,178.43,294.38,727.21,584.22,752.45,495.0,167.02,160.02,350.84,315.39,343.22,109.23
2025-09-08,237.88,209.79,235.84,345.65,493.78,971.85,234.04,419.94,178.13,292.91,738.64,586.6,752.3,498.2,168.31,159.01,346.4,320.25,342.3,109.85
2025-09-09,234.35,210.42,238.24,336.67,492.72,979.25,239.63,415.34,176.96,297.85,750.61,584.0,765.7,498.41,170.76,159.46,346.97,347.92,343.99,110.65
2025-09-10,226.79,211.64,230.33,369.57,490.08,956.29,239.17,413.23,175.79,300.54,754.62,579.38,751.98,500.37,177.33,157.35,347.79,346.78,338.12,112.5
2025-09-11,230.03,220.22,229.95,359.63,496.91,964.32,240.37,423.42,178.5,305.56,756.28,588.73,750.9,501.01,177.17,158.63,368.81,353.61,343.49,112.14
2025-09-12,234.07,218.34,228.15,359.87,493.74,967.9,240.8,422.69,178.06,306.91,755.39,580.41,755.59,509.9,177.82,157.9,395.94,352.51,339.43,112.16
2025-09-15,236.7,217.61,231.43,364.09,491.54,960.1,251.61,422.71,177.4,308.9,748.19,582.96,764.7,515.36,177.75,156.83,410.04,347.89,339.05,112.35
2025-09-16,238.15,216.26,234.05,360.0,490.99,952.07,251.16,421.45,176.46,309.19,764.71,586.42,779.0,509.04,174.88,158.05,421.62,339.78,340.03,114.68
2025-09-17,238.99,220.81,231.62,346.17,492.33,963.03,249.53,417.0,177.2,311.75,760.13,598.63,775.72,510.02,170.29,160.33,425.86,341.61,346.2,115.29
2025-09-18,237.88,221.99,231.23,345.35,490.5,952.36,252.03,417.48,174.16,313.23,762.93,586.05,780.25,508.45,176.24,157.32,416.85,334.82,338.18,113.93
2025-09-19,245.5,222.47,231.48,344.94,492.85,951.16,254.72,415.69,176.19,314.78,751.99,584.16,778.38,517.93,176.67,156.04,426.07,336.69,341.61,112.82
2025-09-22,256.08,222.59,227.63,338.79,493.71,943.26,252.53,412.0,174.21,312.44,754.95,584.49,765.16,514.45,183.61,153.07,434.21,341.3,344.36,112.02
2025-09-23,254.43,222.61,220.71,338.94,494.1,943.6,251.66,410.91,176.58,312.74,746.98,569.97,755.4,509.23,178.43,152.5,425.85,347.69,338.7,113.95
2025-09-24,252.31,219.99,220.21,339.31,497.09,945.27,247.14,409.77,176.69,313.42,741.85,568.81,760.66,510.15,176.97,152.42,442.79,351.81,338.68,114.56
2025-09-25,256.87,218.54,218.15,336.1,494.96,943.31,245.79,407.45,177.73,313.45,714.59,567.3,748.91,507.03,177.69,152.15,423.39,345.56,334.93,115.59
2025-09-26,255.46,220.61,219.78,334.53,500.03,915.95,246.54,410.09,179.71,316.06,724.54,565.13,743.75,511.46,178.19,152.5,440.4,344.08,337.37,117.22
2025-09-29,254.43,223.16,222.17,327.9,499.25,916.87,244.05,406.8,181.62,315.69,726.51,568.14,743.4,514.6,181.85,153.53,443.21,345.18,340.16,114.22
2025-09-30,254.63,231.54,219.57,329.91,502.74,925.63,243.1,405.19,185.42,315.43,763.0,568.81,734.38,517.95,186.58,153.65,444.72,345.3,341.38,112.75
2025-10-01,255.45,244.38,220.63,333.39,498.2,917.34,244.9,397.02,186.05,310.71,825.42,573.77,717.34,519.71,187.24,153.18,459.46,348.3,347.83,111.99
2025-10-02,257.13,236.56,222.41,338.18,495.92,916.77,245.69,395.01,185.98,307.55,819.85,577.33,727.05,515.74,188.89,152.05,436.0,353.72,345.95,111.29
2025-10-03,258.02,233.91,219.51,338.37,498.75,915.38,245.35,395.06,188.64,310.03,839.87,580.45,710.56,517.35,187.62,152.27,429.83,360.2,349.84,113.26
2025-10-06,256.69,230.19,220.9,335.49,500.02,910.94,250.43,389.33,188.16,309.18,845.05,578.81,715.66,528.57,185.54,150.41,453.25,358.77,349.28,114.2
2025-10-07,256.48,232.83,221.78,336.41,502.3,914.8,245.76,386.81,188.89,307.69,843.63,579.84,713.08,523.98,185.04,152.54,433.09,363.66,352.42,114.26
2025-10-08,258.06,231.24,225.22,345.5,499.84,914.8,244.62,383.79,189.69,304.03,845.72,576.44,717.84,524.85,189.11,150.69,438.69,369.92,351.36,114.02
2025-10-09,254.04,230.69,227.74,345.02,496.74,942.89,241.53,377.69,191.08,305.53,855.35,564.55,733.51,522.4,192.57,150.58,435.54,367.69,347.04,112.91
2025-10-10,245.27,230.5,216.37,324.63,489.13,930.01,236.57,375.75,190.72,300.89,833.49,557.48,705.3,510.96,183.16,149.69,413.49,354.5,343.65,110.73
2025-10-13,247.66,230.3,220.07,356.7,491.93,935.56,244.15,379.37,190.9,307.97,819.4,559.24,715.7,514.05,188.32,147.49,435.9,358.66,343.3,112.24
2025-10-14,247.77,229.13,216.39,344.13,495.97,946.51,245.45,387.72,190.85,302.08,812.35,567.92,708.65,513.57,180.03,149.16,429.24,359.93,348.38,112.29
2025-10-15,249.34,226.22,215.57,351.33,496.39,954.99,251.03,388.3,191.17,305.69,826.57,562.81,717.55,513.43,179.83,147.42,435.15,361.15,345.69,111.61
2025-10-16,247.45,226.87,214.47,354.15,488.81,925.62,251.46,387.39,192.12,298.54,819.38,549.88,712.07,511.61,181.81,149.6,428.75,356.67,335.4,110.64
2025-10-17,252.29,229.57,213.04,349.33,492.42,936.33,253.3,391.9,193.22,297.56,802.83,560.97,716.92,513.58,183.22,151.4,439.31,356.6,341.89,112.24
2025-10-20,262.24,232.06,216.48,349.24,494.08,936.11,256.55,388.89,193.72,302.36,808.96,566.36,732.17,516.79,182.64,151.96,447.43,364.48,344.41,112.7
2025-10-21,262.77,231.39,222.03,342.66,491.29,937.5,250.46,390.9,191.88,297.09,799.57,572.03,733.27,517.66,181.16,151.62,442.6,365.37,347.21,112.71
2025-10-22,258.45,228.68,217.95,340.3,491.81,944.68,251.69,388.97,192.94,294.11,812.43,571.36,733.41,520.54,180.28,152.2,438.97,361.49,345.36,114.71
2025-10-23,259.58,228.25,221.09,344.29,490.16,942.05,253.08,385.03,192.47,294.54,821.04,573.77,734.0,520.56,182.16,152.21,448.98,360.45,345.96,115.98
2025-10-24,262.82,227.99,224.21,354.13,492.1,932.14,259.92,386.68,190.4,300.44,825.45,573.67,738.36,523.61,186.26,152.49,433.72,362.5,347.38,115.39
2025-10-27,268.81,228.03,226.97,362.05,488.07,929.85,269.27,385.27,190.3,304.15,826.41,572.36,750.82,531.52,191.49,151.74,452.42,365.98,347.82,115.94
2025-10-28,269.0,227.54,229.25,372.97,481.44,924.16,267.47,385.75,186.93,305.36,820.1,565.93,751.44,542.07,201.03,151.37,460.55,367.84,346.9,115.03
2025-10-29,269.7,225.14,230.3,385.98,475.76,912.42,274.57,378.04,186.6,305.51,813.53,554.58,751.67,541.55,207.04,148.77,461.51,355.26,341.28,116.45
2025-10-30,271.4,228.2,222.86,376.47,478.52,920.18,281.48,379.55,189.05,309.44,844.5,553.68,666.47,525.76,202.89,149.58,440.1,344.75,345.03,114.69
2025-10-31,270.37,218.04,244.22,369.63,477.54,911.45,281.19,379.59,188.87,311.12,862.86,551.99,648.35,517.81,202.49,150.37,456.56,341.56,340.74,114.36
2025-11-03,269.05,211.96,254.0,362.55,475.68,928.04,283.72,378.35,186.26,309.35,896.53,544.07,637.71,517.03,206.88,148.02,468.37,333.79,336.9,113.76
2025-11-04,270.04,215.89,249.32,351.94,487.66,940.74,277.54,383.08,186.86,309.25,906.86,552.75,627.32,514.33,198.69,147.17,444.26,330.83,340.3,114.14
2025-11-05,270.14,216.77,250.2,358.98,488.77,935.03,284.31,373.84,186.0,311.68,925.81,553.31,635.95,507.16,195.21,145.79,462.07,327.74,340.04,113.68
2025-11-06,269.77,219.04,243.04,355.59,493.15,923.58,284.75,369.07,186.97,313.42,937.44,553.28,618.94,497.1,188.08,146.13,445.91,321.56,336.96,114.5
2025-11-07,268.47,219.16,244.41,349.43,499.06,922.74,278.83,371.11,186.57,314.21,924.37,551.97,621.71,496.82,188.15,146.98,429.52,324.21,336.02,117.22
2025-11-10,269.43,218.71,248.4,358.39,496.98,915.56,290.1,370.43,188.41,316.89,966.64,552.96,631.76,506.0,199.05,145.5,445.23,321.58,334.85,118.22
2025-11-11,275.25,225.17,249.1,351.96,497.07,913.86,291.31,374.24,193.83,315.62,988.62,558.35,627.08,508.68,193.16,148.54,439.62,327.45,338.92,119.78
2025-11-12,273.47,233.23,244.2,355.22,502.4,914.0,286.71,371.13,194.39,320.41,1017.78,561.23,609.01,511.14,193.8,148.01,430.6,339.06,338.88,118.12
2025-11-13,272.95,232.29,237.58,339.98,513.11,925.08,278.57,368.07,195.25,309.48,1022.87,555.57,609.89,503.29,186.86,147.96,401.99,332.52,336.08,118.79
2025-11-14,272.41,232.36,234.69,342.46,508.94,922.98,276.41,362.36,195.93,303.61,1025.28,545.73,609.46,510.18,190.17,147.67,404.35,321.86,330.02,119.29
2025-11-17,267.46,234.0,232.87,342.65,503.26,912.59,285.02,358.03,199.58,300.37,1021.7,536.85,602.01,507.49,186.6,145.82,408.92,320.52,325.75,117.68
2025-11-18,267.44,233.87,222.55,340.5,504.37,895.08,284.28,336.48,200.0,299.41,1030.05,527.58,597.69,493.79,181.36,146.99,401.25,313.58,321.18,119.03
2025-11-19,268.56,232.91,222.69,354.42,501.26,890.6,292.81,334.5,202.51,303.27,1049.6,530.36,590.32,487.12,186.52,146.99,403.99,309.09,324.12,117.35
2025-11-20,266.25,229.45,217.14,346.82,501.12,893.29,289.45,332.38,203.07,298.38,1043.29,527.88,589.15,478.43,180.64,148.19,395.23,311.54,323.77,117.02
2025-11-21,271.49,236.28,220.69,340.2,504.04,899.01,299.66,343.32,203.9,298.02,1059.7,540.4,594.25,472.12,178.88,150.92,391.09,319.97,327.98,117.08
2025-11-24,275.92,229.51,226.28,377.96,507.81,886.12,318.58,336.58,206.05,298.0,1070.16,537.85,613.05,474.0,182.55,146.98,417.78,319.05,329.3,115.97
2025-11-25,276.97,231.8,229.67,385.03,508.57,894.33,323.44,351.07,206.67,303.0,1109.94,546.47,636.22,476.99,177.82,148.49,419.4,326.28,334.53,114.51
2025-11-26,277.55,227.66,229.16,397.57,511.23,908.26,319.95,355.47,207.56,307.64,1104.34,544.93,633.61,485.5,180.26,148.25,426.58,329.71,333.79,114.77
2025-11-28,278.85,227.7,233.22,402.96,513.81,913.59,320.18,356.92,206.92,313.08,1075.47,550.53,647.95,492.01,177.0,148.16,430.17,329.77,334.44,115.92
2025-12-01,283.1,225.11,233.88,386.08,508.55,911.96,314.89,357.33,205.34,308.92,1057.89,543.97,640.87,486.74,179.92,147.44,430.14,323.21,330.39,116.63
2025-12-02,286.19,224.37,234.42,381.57,506.65,922.03,315.81,354.03,205.42,307.88,1046.12,545.91,647.1,490.0,181.46,145.86,429.24,324.54,329.62,115.38
2025-12-03,284.15,230.24,232.38,380.61,503.6,922.26,319.63,357.91,205.33,312.13,1033.56,553.73,639.6,477.73,179.59,146.71,446.74,339.71,329.61,117.8
2025-12-04,280.7,228.71,229.11,381.03,503.23,895.86,317.62,351.17,202.48,316.1,1014.49,542.31,661.53,480.84,183.38,145.36,454.53,333.49,327.1,117.14
2025-12-05,278.78,226.08,229.53,390.24,504.34,894.68,321.27,354.61,201.93,315.04,1010.31,545.52,673.42,483.16,182.41,143.45,455.0,330.91,331.24,116.54
2025-12-08,277.89,223.12,226.89,401.1,497.23,887.52,313.72,349.91,201.62,315.21,997.59,540.44,666.8,491.02,185.55,138.34,439.58,323.62,326.84,115.98
2025-12-09,277.18,222.99,227.92,406.29,491.43,888.44,317.08,345.27,199.96,300.51,982.22,537.55,656.96,492.02,184.97,139.63,445.17,323.6,326.5,118.25
2025-12-10,278.78,225.18,231.78,412.97,490.43,874.41,320.21,351.13,206.54,310.11,993.64,538.86,650.13,478.56,183.78,139.82,451.45,328.37,325.73,119.54
2025-12-11,278.03,223.98,230.28,406.37,495.85,884.48,312.43,357.46,210.01,317.38,1009.38,563.37,652.71,483.47,180.93,140.76,446.89,336.73,345.63,119.54
2025-12-12,278.28,223.32,226.19,359.93,499.52,884.47,309.29,359.65,211.58,318.52,1027.51,571.93,644.23,478.53,175.02,142.84,458.96,341.84,347.83,118.82
2025-12-15,274.11,227.45,222.54,339.81,506.38,860.56,308.22,356.99,214.17,320.02,1062.19,569.13,647.51,474.82,176.29,145.13,475.31,341.1,346.89,117.76
2025-12-16,274.61,223.67,222.56,341.3,499.84,860.39,306.57,352.68,209.3,315.55,1054.29,566.02,657.15,476.39,177.72,145.21,489.88,334.2,345.11,114.68
2025-12-17,271.84,224.31,221.27,326.02,504.27,862.65,296.72,356.75,210.33,314.98,1041.79,565.47,649.5,476.12,170.94,147.81,467.26,331.63,344.41,117.41
2025-12-18,272.19,222.82,226.76,329.88,503.39,857.59,302.46,354.99,208.31,313.0,1056.88,566.21,664.45,483.98,174.14,145.52,483.37,328.14,346.01,116.54
2025-12-19,273.67,226.82,227.35,340.36,494.53,855.62,307.16,345.0,206.37,317.21,1071.44,572.23,658.77,485.92,180.99,144.46,481.2,327.42,349.25,116.69
2025-12-22,270.97,227.91,228.43,341.45,499.73,850.0,309.78,346.39,207.32,323.09,1076.48,575.7,661.5,484.92,183.69,142.69,488.73,325.16,352.09,118.15
2025-12-23,272.36,228.79,232.14,349.32,500.51,854.79,314.35,344.97,205.78,325.93,1071.64,576.35,664.94,486.85,189.21,143.18,485.56,324.8,353.38,119.42
