date,AAPL,ABBV,AMZN,AVGO,BRK.B,COST,GOOGL,HD,JNJ,JPM,LLY,MA,META,MSFT,NVDA,PG,TSLA,UNH,V,XOM
2024-09-18,220.69,192.94,186.43,161.67,456.6,892.52,159.81,384.01,166.15,207.53,904.97,494.76,537.95,430.81,113.37,173.92,227.2,580.65,288.48,114.58
2024-09-19,228.87,193.62,189.87,167.42,459.71,900.74,162.14,390.34,164.82,210.48,915.04,493.01,559.1,438.69,117.87,171.54,243.92,577.07,285.24,116.0
2024-09-20,228.2,193.47,191.6,171.1,455.31,906.98,163.59,389.86,164.16,211.09,921.49,492.74,561.35,435.27,116.0,174.22,238.25,575.0,284.77,115.27
2024-09-23,226.47,193.83,193.88,172.94,454.98,917.08,161.85,391.96,163.22,211.44,918.52,497.14,564.41,433.51,116.26,173.77,250.0,573.41,288.63,117.36
2024-09-24,227.37,193.51,193.96,174.84,454.56,901.54,162.29,400.66,162.78,211.59,924.43,487.41,563.33,429.17,120.87,173.24,254.27,575.19,272.78,117.05
2024-09-25,226.37,191.26,192.53,175.52,452.36,908.42,161.49,396.93,160.6,210.19,924.56,489.45,568.31,432.11,123.51,172.26,257.02,576.31,269.63,114.77
2024-09-26,227.52,191.9,191.16,178.09,454.18,901.44,162.73,396.7,161.39,209.78,909.32,491.27,567.84,431.31,124.04,173.21,254.22,574.81,271.69,112.8
2024-09-27,227.79,194.79,187.97,172.69,457.47,885.62,163.95,399.53,161.4,210.5,877.79,493.64,567.36,428.02,121.4,173.55,260.46,581.85,275.17,115.82
2024-09-30,233.0,197.48,186.33,172.5,460.26,886.52,165.85,405.2,162.06,210.86,885.94,493.8,572.44,430.3,121.44,173.2,261.63,584.68,274.95,117.22
2024-10-01,226.21,196.96,185.13,167.47,457.41,877.38,166.99,409.05,161.99,207.04,884.48,496.38,576.47,420.69,117.0,173.04,258.02,583.3,277.6,119.93
2024-10-02,226.78,196.82,184.76,170.66,456.67,878.53,165.86,411.26,161.17,207.29,891.07,495.57,572.81,417.13,118.85,171.92,249.02,592.31,277.0,121.52
2024-10-03,225.67,195.45,181.96,171.89,452.96,875.67,165.86,411.58,160.5,205.23,885.55,494.97,582.77,416.54,122.85,170.12,240.66,592.75,276.86,122.58
2024-10-04,226.8,194.29,186.51,176.64,461.97,883.11,167.06,408.36,160.29,211.22,887.16,497.7,595.94,416.06,124.92,168.88,250.08,591.2,277.93,124.83
2024-10-07,221.69,193.61,180.8,175.08,453.5,873.59,162.98,408.06,159.53,210.93,898.4,491.3,584.78,409.54,127.72,167.12,240.83,583.56,273.79,125.37
2024-10-08,225.77,193.01,182.72,180.73,453.8,890.42,164.38,414.18,159.69,210.75,913.72,497.06,592.89,414.71,132.89,168.16,244.5,581.58,274.96,122.04
2024-10-09,229.54,194.75,185.17,185.95,455.9,909.1,161.86,416.07,160.65,213.42,919.74,499.95,590.51,417.46,132.65,169.27,241.05,591.22,276.93,122.09
2024-10-10,229.04,194.35,186.65,185.69,454.93,893.63,162.08,409.96,160.51,212.84,910.69,498.02,583.83,415.84,134.81,168.95,238.77,597.7,277.47,123.14
2024-10-11,227.55,194.19,188.82,181.48,460.21,889.03,163.24,411.9,161.46,222.29,932.06,502.26,589.95,416.32,134.8,171.09,217.8,598.05,277.84,123.61
2024-10-14,231.3,195.65,187.54,182.31,459.98,889.76,164.96,415.42,161.6,221.48,929.51,506.66,590.42,419.14,138.07,172.51,219.16,605.4,280.68,124.08
2024-10-15,233.85,191.86,187.69,175.98,462.68,894.61,165.46,415.58,164.1,222.39,913.32,507.23,586.27,418.74,131.6,173.57,219.57,556.29,279.29,120.35
2024-10-16,231.78,190.46,186.89,176.82,465.69,887.38,165.16,418.61,164.28,223.64,916.42,514.07,576.79,416.12,135.72,172.38,221.33,571.34,287.52,120.66
2024-10-17,232.15,188.57,187.53,181.53,465.85,885.29,162.93,415.6,164.47,224.42,917.12,513.76,576.93,416.72,136.93,172.28,220.89,566.03,290.39,120.35
2024-10-18,235.0,188.86,188.99,179.89,464.8,889.56,163.42,415.0,165.12,225.37,917.97,516.34,576.47,418.16,138.0,171.28,220.7,569.61,290.62,120.01
2024-10-21,236.48,186.54,189.07,179.99,464.16,886.77,164.07,406.4,162.83,223.0,906.13,515.01,575.16,418.78,143.71,169.54,218.85,571.47,286.85,120.08
2024-10-22,235.86,188.76,189.7,179.38,461.45,893.49,165.14,401.85,163.45,224.12,909.15,513.02,582.01,427.51,143.59,169.7,217.97,569.86,284.79,120.7
2024-10-23,230.76,187.88,184.71,173.51,460.61,899.17,162.78,399.64,165.86,223.41,903.25,513.73,563.69,424.6,139.56,169.58,213.65,564.64,283.76,120.27
2024-10-24,230.57,189.65,186.38,171.35,457.77,893.42,162.72,402.68,163.67,224.98,891.32,510.62,567.78,424.73,140.41,169.62,260.48,560.81,283.22,119.59
2024-10-25,231.41,187.85,187.83,173.0,454.01,891.22,165.27,398.91,160.88,222.31,892.7,507.36,573.25,428.15,141.54,168.22,269.19,564.56,281.73,119.49
2024-10-28,233.4,189.68,188.39,172.02,458.49,890.96,166.72,402.89,161.6,225.5,895.59,508.21,578.16,426.59,140.52,169.3,262.51,565.24,284.19,118.9
2024-10-29,233.67,189.45,190.83,179.24,454.62,886.99,169.68,395.07,160.09,222.9,903.58,506.28,593.28,431.95,141.25,167.17,259.52,562.13,281.88,117.28
2024-10-30,230.1,201.5,192.73,176.64,454.96,879.09,174.46,392.52,160.61,224.41,846.83,513.69,591.8,432.53,139.34,166.16,257.55,562.96,290.16,116.69
2024-10-31,225.91,203.87,186.4,169.77,450.92,874.18,171.11,393.75,159.86,221.92,829.74,499.59,567.58,406.35,132.76,165.18,249.85,564.5,289.85,116.78
2024-11-01,222.91,203.55,197.93,168.92,452.14,877.31,171.29,392.59,160.13,222.94,818.93,508.08,567.16,410.37,135.4,165.1,248.98,567.56,290.74,114.95
2024-11-04,222.01,200.47,195.78,168.55,442.29,886.07,169.24,395.57,158.24,219.78,806.14,505.58,560.68,408.46,136.05,165.08,242.84,557.77,291.85,118.61
2024-11-05,223.45,201.68,199.5,173.9,445.06,890.17,169.74,400.09,158.35,221.49,806.06,505.56,572.43,411.46,139.91,165.76,251.44,567.03,293.29,118.96
2024-11-06,222.72,201.2,207.09,179.55,468.9,899.25,176.51,388.37,157.88,247.06,776.38,521.13,572.05,420.18,145.61,161.05,288.53,596.69,307.4,121.0
2024-11-07,227.48,200.51,210.05,183.81,460.13,913.93,180.75,399.44,156.73,236.38,797.45,517.97,591.7,425.43,148.88,163.41,296.91,605.45,305.8,121.15
2024-11-08,226.96,199.5,208.18,183.64,463.41,943.8,178.35,405.9,155.47,236.98,831.54,524.76,589.34,422.54,147.63,167.71,321.22,615.81,307.87,121.11
2024-11-11,224.23,174.43,206.84,178.91,467.36,932.88,180.35,408.29,155.04,239.29,832.44,530.12,583.17,418.01,145.26,166.03,350.0,625.25,310.92,120.47
2024-11-12,224.23,171.09,208.91,176.22,466.29,932.38,181.62,403.08,152.64,239.56,818.86,529.17,584.82,423.03,148.29,165.84,328.49,614.67,309.8,120.35
2024-11-13,225.12,170.35,214.1,173.58,468.1,933.73,178.88,410.19,153.24,241.16,811.81,521.88,580.0,425.2,146.27,166.58,330.24,605.87,309.48,121.47
2024-11-14,228.22,169.63,211.48,170.38,467.7,923.89,175.58,405.72,151.87,241.87,786.23,520.4,577.16,426.89,146.76,167.08,311.18,593.15,308.25,120.56
2024-11-15,225.0,164.99,202.61,164.84,470.28,907.07,172.49,408.18,154.0,245.31,746.2,521.89,554.08,415.0,141.98,169.54,320.72,592.23,309.64,119.31
2024-11-18,228.02,166.28,201.7,165.67,472.2,919.51,175.3,410.44,154.77,245.03,727.2,521.63,554.4,415.76,140.15,170.75,338.74,589.65,312.16,120.31
2024-11-19,228.28,166.57,204.61,165.35,468.86,930.15,178.12,406.8,153.0,243.09,729.73,519.46,561.09,417.79,147.01,170.76,346.0,577.0,311.85,118.63
2024-11-20,229.0,167.76,202.88,163.25,468.83,928.08,175.98,400.0,153.11,240.78,753.41,512.54,565.52,415.49,145.89,170.89,342.03,600.5,307.39,120.32
2024-11-21,228.52,171.73,198.38,163.94,472.06,955.65,167.63,410.45,155.5,244.76,749.92,515.1,563.09,412.87,146.67,172.75,339.64,597.49,309.9,121.93
2024-11-22,229.87,176.95,197.12,164.23,476.57,964.01,164.76,420.0,155.17,248.55,748.01,520.86,559.14,417.0,141.95,176.28,352.56,590.87,309.92,121.79
2024-11-25,232.87,177.06,201.45,164.82,477.43,960.89,167.65,428.67,155.78,250.29,755.0,526.6,565.11,418.79,136.02,177.39,338.59,605.83,313.19,119.97
2024-11-26,235.06,181.14,207.86,164.74,478.56,971.5,169.12,429.52,154.52,249.97,789.32,528.48,573.54,427.99,136.92,179.31,338.23,606.79,311.82,117.97
2024-11-27,234.93,183.08,205.74,159.67,483.08,961.55,169.23,427.19,155.4,249.79,788.19,532.38,569.2,422.99,135.34,179.36,332.89,608.38,314.7,117.66
2024-11-29,237.33,182.93,207.89,162.08,483.02,971.88,168.95,429.13,155.01,249.72,795.35,532.94,574.32,423.46,138.25,179.26,345.16,610.2,315.08,117.96
2024-12-02,239.59,181.77,210.71,166.51,477.33,975.0,171.49,426.96,154.8,246.25,799.8,531.36,592.83,430.98,138.63,179.7,357.09,608.52,316.65,117.85
2024-12-03,242.65,181.5,213.44,168.15,470.19,982.15,171.34,429.35,152.36,244.82,813.33,526.18,613.65,431.2,140.26,175.42,351.42,605.23,313.01,117.67
2024-12-04,243.01,176.46,218.16,170.56,468.32,990.92,174.37,427.92,150.47,243.4,829.84,521.14,613.78,437.42,145.14,175.11,357.93,610.79,309.9,114.28
2024-12-05,243.04,176.17,220.55,170.47,470.57,982.26,172.64,426.54,149.52,245.48,825.62,524.77,608.93,442.62,145.06,176.03,369.49,578.97,309.08,114.78
2024-12-06,242.84,176.19,227.03,179.53,470.5,992.61,174.71,431.37,149.31,247.36,826.71,528.57,623.77,443.57,142.44,173.82,389.22,549.62,311.01,113.57
2024-12-09,246.75,176.57,226.09,178.94,463.87,987.86,175.37,429.18,149.6,243.81,803.58,522.82,613.57,446.02,138.81,170.79,389.79,560.62,308.3,112.9
2024-12-10,247.77,175.67,225.04,171.81,462.49,993.4,185.17,422.59,149.23,242.86,799.58,529.01,619.32,443.33,135.07,172.28,400.99,565.19,312.38,112.67
2024-12-11,246.49,174.37,230.26,183.2,461.39,994.69,195.4,421.38,146.64,243.53,796.03,534.45,632.68,448.99,139.31,170.63,424.77,533.53,313.79,111.92
2024-12-12,247.96,173.19,228.97,180.66,458.63,988.39,191.96,414.42,146.24,241.53,782.35,532.41,630.79,449.56,137.34,170.85,418.1,515.76,314.23,111.82
2024-12-13,248.13,173.37,227.46,224.8,457.9,989.35,189.82,416.98,146.62,239.94,789.12,529.0,620.35,447.27,134.25,171.06,436.23,520.48,314.74,110.84
2024-12-16,251.04,171.63,232.93,250.0,455.2,992.87,196.66,410.71,143.85,239.58,779.0,530.31,624.24,451.59,132.0,171.14,463.02,498.5,315.89,108.47
2024-12-17,253.48,175.38,231.15,240.23,455.66,982.08,195.42,408.47,146.41,238.36,778.62,531.01,619.44,454.46,130.39,170.33,479.86,485.52,318.3,108.01
2024-12-18,248.05,173.02,220.52,223.62,446.59,964.74,188.4,393.82,144.75,230.37,764.71,519.96,597.19,437.39,128.91,169.08,440.13,499.72,309.78,106.42
2024-12-19,249.79,171.52,223.29,218.32,449.34,954.8,188.51,385.02,143.58,232.96,757.54,523.28,595.57,437.03,130.68,169.19,436.17,489.25,314.88,105.51
2024-12-20,254.49,175.58,224.92,220.79,453.2,954.07,191.41,392.6,144.47,237.6,767.76,528.03,585.25,436.6,134.7,168.06,421.06,500.13,317.71,105.87
2024-12-23,255.27,178.39,225.06,232.35,454.35,949.91,194.63,392.45,145.27,238.39,796.28,528.96,599.85,435.25,139.67,168.11,430.6,506.34,317.22,106.3
2024-12-24,258.2,180.0,229.05,239.68,458.66,958.82,196.11,396.14,145.85,242.31,795.67,535.71,607.75,439.33,140.22,168.94,462.28,506.1,320.65,106.4
2024-12-26,259.02,179.2,227.05,245.36,459.08,956.14,195.6,395.14,145.58,243.14,794.14,536.15,603.35,438.11,139.93,170.16,454.13,511.15,320.91,106.49
2024-12-27,255.59,178.01,223.75,241.75,456.51,939.7,192.76,392.86,145.05,241.17,783.17,532.2,599.81,430.53,137.01,169.53,431.66,509.99,318.66,106.48
2024-12-30,252.2,176.2,221.3,235.58,452.16,922.21,191.24,389.43,143.34,239.32,773.84,525.55,591.24,424.83,137.49,167.09,417.41,507.8,315.31,105.76
2024-12-31,250.42,177.7,219.39,231.84,453.28,916.27,189.3,388.99,144.62,239.71,772.0,526.57,585.51,421.5,134.29,167.65,403.84,505.86,316.04,107.57
2025-01-02,243.85,179.44,220.22,231.98,451.1,909.81,189.43,388.46,144.02,240.0,778.07,522.4,599.24,418.58,138.31,165.98,379.28,504.51,314.4,107.31
2025-01-03,243.36,181.22,224.19,232.55,453.56,916.58,191.79,389.18,144.19,243.28,781.98,521.36,604.63,423.35,144.47,165.13,410.44,513.0,314.91,107.86
2025-01-06,245.0,180.1,227.61,236.41,451.41,922.71,196.87,389.37,143.66,240.85,765.1,511.93,630.2,427.85,149.43,160.6,411.05,513.67,313.04,107.74
2025-01-07,242.21,179.53,222.11,228.64,452.92,921.37,195.49,384.23,146.23,243.17,773.29,511.4,617.89,422.37,140.14,161.3,394.36,514.25,311.67,108.75
2025-01-08,242.7,178.5,222.13,229.31,451.84,927.37,193.95,387.2,142.27,243.13,787.22,516.4,610.72,424.56,140.11,162.1,394.94,524.52,312.6,106.93
2025-01-10,236.85,175.17,218.94,224.31,442.66,936.94,192.04,389.89,142.06,239.87,799.9,504.67,615.86,418.95,135.91,158.56,394.74,520.69,307.71,106.54
2025-01-13,234.4,176.74,218.46,225.29,443.91,924.7,191.01,389.18,144.47,244.21,797.48,504.91,608.33,417.19,133.23,158.84,403.31,541.14,306.92,109.29
2025-01-14,233.28,175.55,217.76,224.7,450.03,917.23,189.66,392.78,144.75,247.47,744.91,509.02,594.25,415.67,131.76,159.74,396.36,543.74,309.09,109.72
2025-01-15,237.87,171.35,223.35,228.0,458.51,923.5,195.55,406.09,144.97,252.35,746.74,522.35,617.12,426.31,136.24,159.65,428.22,543.42,316.28,111.51
2025-01-16,228.26,173.7,220.66,229.41,462.81,919.75,192.91,409.33,147.77,254.27,757.6,523.14,611.3,424.58,133.57,160.5,413.82,510.59,317.25,111.32
2025-01-17,229.98,171.56,225.94,237.44,467.95,943.19,196.0,409.38,147.03,259.16,725.72,524.7,612.77,429.03,137.71,161.13,426.5,509.76,319.62,112.32
2025-01-21,222.64,172.61,230.71,240.31,468.57,947.73,198.05,418.43,148.15,263.03,742.35,528.06,616.46,428.5,140.83,161.72,424.07,524.99,323.63,111.47
2025-01-22,223.83,169.2,235.01,240.91,460.51,944.7,198.37,410.1,145.27,262.84,753.98,527.18,623.5,446.2,147.07,164.74,415.11,519.72,323.56,109.53
2025-01-23,223.66,170.67,235.42,240.28,459.83,942.16,197.98,414.39,146.64,265.95,766.6,534.22,636.45,446.71,147.22,166.15,412.38,529.77,328.21,110.15
2025-01-24,222.78,170.3,234.85,244.7,463.19,939.68,200.21,414.5,146.82,264.84,785.41,533.49,647.49,444.06,142.62,164.12,406.58,532.51,330.2,108.66
2025-01-27,229.86,176.9,235.42,202.13,474.7,965.25,191.81,424.87,152.91,265.9,808.17,547.64,659.88,434.56,118.42,169.66,397.15,543.52,334.54,110.17
2025-01-28,238.26,174.81,238.15,207.36,469.97,958.67,195.3,418.83,150.38,267.14,804.99,547.36,674.33,447.2,128.99,166.19,398.09,542.48,334.48,108.04
2025-01-29,239.36,175.26,237.07,206.35,469.26,964.02,195.41,413.42,151.15,266.58,804.08,548.8,676.49,442.33,123.7,166.23,389.1,538.1,335.88,108.67
2025-01-30,237.59,175.65,234.64,215.66,472.35,979.01,200.87,414.5,152.87,268.23,823.23,566.01,687.0,414.99,124.65,167.41,400.28,545.57,343.05,109.57
2025-01-31,236.0,183.9,237.68,221.27,468.67,979.88,204.02,411.98,152.15,267.3,811.08,555.43,689.18,415.06,120.07,165.99,404.6,542.49,341.8,106.83
2025-02-03,228.01,190.14,237.42,217.73,464.61,1005.83,201.23,408.76,151.87,266.81,810.43,563.95,697.46,410.92,116.66,168.76,383.68,548.18,345.82,107.09
2025-02-04,232.8,189.95,242.06,222.43,467.49,1021.86,206.38,411.49,153.49,267.94,826.07,559.11,704.19,412.37,118.65,168.13,392.21,545.45,345.15,109.96
2025-02-05,232.47,191.75,236.17,232.0,473.73,1042.88,191.33,413.82,154.69,270.43,842.18,566.29,704.87,413.29,124.83,169.01,378.17,539.81,349.44,109.88
2025-02-06,233.22,192.97,238.83,231.36,477.22,1050.99,191.6,414.16,153.51,276.9,870.37,567.16,711.99,415.82,128.68,168.88,374.32,530.04,347.48,108.43
2025-02-07,227.63,190.6,229.15,224.87,472.74,1043.81,185.34,407.37,153.12,275.8,878.31,562.75,714.52,409.75,129.84,167.97,361.62,527.03,348.02,108.89
2025-02-10,227.65,190.34,233.14,235.04,470.17,1061.92,186.47,413.99,154.24,271.04,868.88,565.49,717.4,412.22,133.57,167.53,350.73,533.37,351.23,110.97
2025-02-11,232.62,191.83,232.76,235.04,472.61,1058.34,185.32,416.36,156.13,274.99,865.0,564.7,719.8,411.44,132.8,169.43,328.5,533.92,350.72,111.67
2025-02-12,236.87,193.0,228.93,236.35,471.73,1065.12,183.61,407.14,155.26,275.45,872.97,564.6,725.38,409.04,131.14,169.58,336.51,527.4,351.49,107.35
2025-02-13,241.53,193.45,230.37,235.8,480.49,1076.86,186.14,412.43,157.25,276.32,871.86,566.31,728.56,410.54,135.29,171.02,355.94,531.18,355.63,108.13
2025-02-14,244.6,192.87,228.68,233.04,479.59,1071.85,185.23,409.5,156.15,276.59,844.27,564.76,736.67,408.43,138.85,162.89,355.84,523.51,353.81,108.24
2025-02-18,244.47,196.25,226.65,228.53,482.82,1056.03,183.77,403.31,154.99,279.95,857.2,568.61,716.37,409.64,139.4,165.43,354.11,500.73,356.73,110.14
2025-02-19,244.87,197.35,226.63,228.73,483.77,1062.54,185.27,395.43,157.89,279.25,867.05,568.5,703.77,414.77,139.23,166.49,360.56,511.04,355.23,110.3
2025-02-20,245.83,200.88,222.88,226.74,481.8,1034.83,184.56,394.64,159.68,266.8,873.12,563.28,694.84,416.13,140.11,167.21,354.4,502.42,350.49,112.0
2025-02-21,245.55,202.08,216.58,218.66,478.74,1035.03,179.66,385.3,162.3,264.24,873.68,557.51,683.55,408.21,134.43,170.23,337.8,466.42,348.53,110.69
2025-02-24,247.1,204.08,212.71,207.93,498.42,1035.6,179.25,382.42,163.74,261.34,881.4,559.0,668.13,404.0,130.28,170.54,330.53,461.52,349.86,111.27
2025-02-25,247.04,204.14,212.8,202.54,499.82,1055.66,175.42,393.29,166.09,257.4,901.8,564.03,657.5,397.9,126.63,172.65,302.8,470.38,352.09,109.73
2025-02-26,240.36,203.01,214.35,212.94,494.1,1031.97,172.73,390.48,163.08,258.79,915.01,561.27,673.7,399.73,131.28,171.3,290.8,463.59,350.63,109.46
2025-02-27,237.3,205.02,208.74,197.8,502.41,1021.71,168.5,390.27,163.73,259.05,905.16,564.82,658.24,392.53,120.15,171.97,281.95,468.56,355.74,110.15
2025-02-28,241.84,209.03,212.28,199.43,513.83,1048.61,170.28,396.6,165.02,264.65,920.63,576.31,668.2,396.99,124.92,173.84,292.98,474.96,362.71,111.33
2025-03-03,238.03,211.48,205.02,187.37,510.08,1046.85,167.01,389.69,167.28,260.62,929.72,574.92,655.05,388.49,114.06,175.59,284.65,467.05,361.82,107.76
2025-03-04,235.93,207.76,203.8,187.48,495.86,1036.87,170.92,381.68,165.42,250.25,911.06,555.07,640.0,388.61,115.99,173.18,272.04,474.61,352.23,107.54
2025-03-05,235.74,211.54,208.36,191.58,498.5,1047.75,173.02,386.35,165.12,251.53,929.72,558.3,656.47,401.02,117.3,174.61,279.1,475.98,352.68,105.44
2025-03-06,235.33,210.75,200.7,179.45,497.84,1026.62,172.35,381.73,165.83,246.54,912.76,549.82,627.93,396.89,110.57,174.66,263.45,487.72,344.16,107.62
2025-03-07,239.07,214.29,199.25,194.96,495.62,964.31,173.86,376.8,166.69,242.28,869.58,546.77,625.66,393.31,112.69,175.95,262.67,493.48,345.32,109.02
2025-03-10,227.48,216.66,194.54,184.45,497.1,934.41,165.87,374.65,167.7,232.22,829.76,537.12,597.99,380.16,106.98,176.26,222.15,480.22,341.48,111.8
2025-03-11,220.84,213.59,196.59,190.09,496.25,930.49,164.04,368.16,165.86,229.14,824.06,525.8,605.71,380.45,108.76,173.12,230.58,486.04,332.14,109.16
2025-03-12,216.98,212.06,198.89,194.23,495.94,927.08,167.11,364.73,162.85,227.9,821.86,524.64,619.56,383.27,115.74,168.37,248.09,481.11,332.84,109.13
2025-03-13,209.68,211.55,193.89,191.36,504.25,890.62,162.76,347.25,162.99,225.19,801.65,519.83,590.64,378.77,115.58,168.59,240.68,481.52,328.55,108.67
2025-03-14,213.49,211.77,197.95,195.54,514.6,903.92,165.49,351.31,162.81,232.44,813.48,527.64,607.6,388.56,121.67,167.97,249.98,488.65,331.8,111.9
2025-03-17,214.0,214.47,195.74,194.5,523.01,916.61,164.29,354.13,162.84,233.93,824.76,531.99,604.9,388.7,119.53,169.76,238.01,499.02,334.55,113.76
2025-03-18,212.69,213.85,192.82,188.67,523.14,898.05,160.67,349.57,164.25,234.97,822.51,530.19,582.36,383.52,115.43,167.71,225.31,503.8,334.77,113.64
2025-03-19,215.24,212.25,195.54,195.57,525.27,904.05,163.89,353.42,162.99,239.11,837.01,536.09,584.06,387.82,117.52,168.57,235.86,503.2,339.87,115.41
2025-03-20,214.1,211.96,194.95,190.54,528.73,895.4,162.8,355.52,163.02,239.01,842.57,536.38,586.0,386.84,118.53,167.55,236.26,511.3,339.5,115.9
2025-03-21,218.27,210.01,196.21,191.66,521.91,909.26,163.99,351.15,163.63,241.63,837.57,535.69,596.25,391.26,117.7,166.69,248.71,516.85,335.66,115.5
2025-03-24,220.73,209.17,203.26,191.25,525.85,926.04,167.68,363.77,163.29,248.06,864.9,543.67,618.85,393.08,121.41,165.65,278.39,516.5,343.87,115.8
2025-03-25,223.75,201.34,205.71,188.26,528.87,930.26,170.56,360.99,161.02,251.13,852.35,545.16,626.31,395.16,120.69,162.85,288.14,513.43,344.62,116.59
2025-03-26,221.53,201.3,201.13,179.27,533.21,929.75,165.06,362.13,161.72,251.03,826.76,549.07,610.98,389.97,113.76,166.58,272.06,518.2,344.18,118.27
2025-03-27,223.85,202.72,201.36,171.99,534.52,938.75,162.24,362.73,163.13,248.12,821.67,557.57,602.58,390.58,111.43,168.71,273.13,515.72,349.86,117.89
2025-03-28,217.9,205.29,192.72,169.12,526.31,929.66,154.33,358.15,163.71,242.85,822.51,540.61,576.74,378.8,109.67,168.03,263.55,516.04,342.85,117.73
2025-03-31,222.13,209.52,190.26,167.43,532.58,945.78,154.64,366.49,165.84,245.3,825.91,548.12,576.36,375.39,108.38,170.42,259.16,523.75,350.46,118.93
2025-04-01,223.19,206.27,192.17,168.52,532.99,954.4,157.07,365.52,153.25,243.66,805.23,548.51,586.0,382.19,110.15,170.56,268.46,523.12,346.35,119.04
2025-04-02,223.89,205.19,196.01,172.09,537.72,965.08,157.04,370.89,155.36,245.82,818.22,547.38,583.93,382.14,110.42,169.5,282.76,523.2,346.33,118.67
2025-04-03,203.19,201.64,178.41,154.01,530.16,967.08,150.72,355.91,159.82,228.69,789.09,530.55,531.62,373.11,101.8,172.39,267.28,540.44,339.39,112.43
2025-04-04,188.38,186.96,171.0,146.29,493.54,916.48,145.6,353.9,153.24,210.28,738.21,489.77,504.73,359.84,94.31,163.75,239.43,525.05,313.13,104.34
2025-04-07,181.46,186.55,175.26,154.14,490.38,908.13,146.75,341.51,150.62,214.44,723.73,485.52,516.25,357.86,97.64,160.23,233.29,524.7,312.32,102.94
2025-04-08,172.42,175.67,170.66,156.03,492.64,908.75,144.7,335.24,150.0,216.87,726.24,479.92,510.45,354.56,96.3,158.39,221.86,553.08,308.27,100.77
2025-04-09,198.85,179.84,191.1,185.15,521.41,965.19,158.71,355.39,150.97,234.34,753.71,515.43,585.77,390.49,114.33,162.32,272.2,578.5,332.43,105.8
2025-04-10,190.42,174.2,181.22,172.3,515.81,964.31,152.82,353.62,148.69,227.11,720.91,499.34,546.29,381.35,107.57,163.56,252.4,594.4,324.61,99.93
2025-04-11,198.15,175.05,184.87,181.94,524.11,963.41,157.14,353.86,151.73,236.2,732.41,509.75,543.57,388.45,110.93,166.91,252.31,599.47,333.4,103.14
2025-04-14,202.52,179.1,182.12,178.36,529.52,979.32,159.07,357.2,154.36,234.72,754.35,512.46,531.48,387.81,110.71,169.13,252.35,587.06,335.18,103.39
2025-04-15,202.14,176.8,179.59,178.95,528.17,976.92,156.31,354.11,153.62,233.13,757.18,517.38,521.52,385.73,112.2,168.47,254.11,583.59,335.81,103.1
2025-04-16,194.27,171.68,174.33,174.61,516.45,967.75,153.33,345.99,153.91,229.61,734.9,513.43,502.31,371.61,104.49,166.39,241.55,585.04,331.33,104.19
2025-04-17,196.98,172.99,172.61,170.99,518.21,994.5,151.16,355.06,157.47,231.96,839.96,517.33,501.48,367.78,101.49,170.63,241.37,454.11,329.61,106.92
2025-04-21,193.16,170.16,167.32,166.21,506.92,957.77,147.67,346.9,156.92,228.99,818.02,509.32,484.66,359.12,96.91,165.75,227.5,425.33,320.1,105.35
2025-04-22,199.74,173.78,173.18,169.58,520.79,979.23,151.47,354.43,157.75,235.59,827.54,527.33,500.28,366.82,98.89,167.88,237.97,427.18,331.4,108.3
2025-04-23,204.6,176.95,180.6,176.91,526.81,975.84,155.35,356.42,155.24,240.84,829.24,530.01,520.27,374.39,102.71,165.73,250.74,427.96,334.27,107.37
2025-04-24,208.37,180.37,186.54,188.15,531.64,975.48,159.28,359.64,154.93,244.64,859.73,535.46,533.15,387.3,106.43,159.53,259.51,424.25,335.71,108.63
2025-04-25,209.28,186.06,188.99,192.31,530.96,977.16,161.96,357.58,154.58,243.55,884.54,533.48,547.27,391.85,111.01,161.02,284.95,418.64,335.17,108.57
2025-04-28,210.14,192.34,187.7,192.47,530.94,978.54,160.61,356.92,155.35,243.22,877.29,534.49,549.74,391.16,108.73,161.85,285.88,420.0,337.51,108.63
2025-04-29,211.21,193.51,187.39,191.17,534.57,991.7,160.16,359.0,155.91,244.62,885.2,539.68,554.44,394.04,109.02,162.26,292.03,409.23,341.52,108.36
2025-04-30,212.5,195.1,184.42,192.47,533.25,994.5,158.8,360.49,156.31,244.62,898.95,548.06,549.0,395.26,108.92,162.57,282.16,411.44,345.5,105.63
2025-05-01,213.32,193.34,190.2,197.33,530.23,999.04,161.3,358.3,154.46,246.89,794.1,546.63,572.21,425.4,111.61,159.98,280.52,400.68,342.45,105.78
2025-05-02,205.35,198.47,189.98,203.64,539.8,1008.3,164.03,364.52,156.12,252.51,823.62,559.39,597.02,435.28,114.5,160.52,287.21,399.92,347.6,106.21
2025-05-05,198.89,196.07,186.35,200.72,512.15,1014.89,164.21,361.73,155.0,252.56,821.46,561.12,599.27,436.17,113.82,158.83,280.26,404.81,348.64,103.27
2025-05-06,198.51,187.15,185.01,200.09,512.33,1010.5,163.23,359.38,154.47,249.25,775.12,558.99,587.31,433.31,113.54,159.25,275.35,394.51,347.7,104.71
2025-05-07,196.25,188.09,188.71,204.81,518.22,1007.15,151.38,362.75,157.3,249.39,776.72,566.33,596.81,433.35,117.06,159.29,276.22,391.06,349.85,104.61
