date,close
2024-01-10,428.27
2024-01-11,426.72
2024-01-12,429.1
2024-01-16,428.35
2024-01-17,427.42
2024-01-18,430.72
2024-01-19,436.78
2024-01-22,439.75
2024-01-23,438.76
2024-01-24,438.7
2024-01-25,436.8
2024-01-26,438.53
2024-01-29,440.58
2024-01-30,445.19
2024-01-31,449.23
2024-02-01,460.92
2024-02-02,460.58
2024-02-05,456.76
2024-02-06,460.5
2024-02-07,461.91
2024-02-08,458.26
2024-02-09,457.88
2024-02-12,458.71
2024-02-13,460.46
2024-02-14,465.19
2024-02-15,471.28
2024-02-16,468.13
2024-02-20,451.75
2024-02-21,459.05
2024-02-22,471.56
2024-02-23,473.42
2024-02-26,474.51
2024-02-27,474.75
2024-02-28,478.85
2024-02-29,474.76
2024-03-01,476.63
2024-03-04,468.49
2024-03-05,467.52
2024-03-06,471.6
2024-03-07,467.54
2024-03-08,469.26
2024-03-11,469.16
2024-03-12,472.87
2024-03-13,475.61
2024-03-14,479.48
2024-03-15,475.83
2024-03-18,478.89
2024-03-19,484.0
2024-03-20,488.04
2024-03-21,488.64
2024-03-22,481.67
2024-03-25,476.04
2024-03-26,476.8
2024-03-27,477.95
2024-03-28,481.57
2024-04-01,478.4
2024-04-02,479.43
2024-04-03,477.42
2024-04-04,469.77
2024-04-05,477.15
2024-04-08,478.85
2024-04-09,472.16
2024-04-10,469.17
2024-04-11,468.31
2024-04-12,465.38
2024-04-15,459.79
2024-04-16,459.82
2024-04-17,460.16
2024-04-18,454.7
2024-04-19,455.39
2024-04-22,456.75
2024-04-23,462.82
2024-04-24,462.5
2024-04-25,462.11
2024-04-26,462.42
2024-04-29,457.1
2024-04-30,451.2
2024-05-01,442.07
2024-05-02,441.1
2024-05-03,443.58
2024-05-06,449.37
2024-05-07,453.06
2024-05-08,454.77
2024-05-09,455.49
2024-05-10,456.98
2024-05-13,457.76
2024-05-14,454.2
2024-05-15,458.0
2024-05-16,458.87
2024-05-17,460.27
2024-05-20,459.66
2024-05-21,459.1
2024-05-22,456.52
2024-05-23,451.21
2024-05-24,451.18
2024-05-28,445.08
2024-05-29,442.47
2024-05-30,442.1
2024-05-31,447.07
2024-06-03,443.19
2024-06-04,444.77
2024-06-05,446.66
2024-06-06,448.68
2024-06-07,449.79
2024-06-10,449.25
2024-06-11,449.04
2024-06-12,443.0
2024-06-13,445.0
2024-06-14,444.63
2024-06-17,448.11
2024-06-18,450.11
2024-06-20,452.51
2024-06-21,454.85
2024-06-24,456.96
2024-06-25,455.65
2024-06-26,452.38
2024-06-27,442.75
2024-06-28,441.16
2024-07-01,437.61
2024-07-02,444.65
2024-07-03,448.18
2024-07-05,449.49
2024-07-08,446.24
2024-07-09,444.7
2024-07-10,433.64
2024-07-11,436.42
2024-07-12,440.11
2024-07-15,444.0
2024-07-16,443.53
2024-07-17,451.16
2024-07-18,448.72
2024-07-19,443.69
2024-07-22,447.94
2024-07-23,441.72
2024-07-24,432.45
2024-07-25,429.6
2024-07-26,438.18
2024-07-29,441.3
2024-07-30,447.45
2024-07-31,463.71
2024-08-01,462.41
2024-08-02,462.02
2024-08-05,442.0
2024-08-06,448.3
2024-08-07,449.84
2024-08-08,455.58
2024-08-09,456.78
2024-08-12,455.69
2024-08-13,459.36
2024-08-14,460.16
2024-08-15,468.71
2024-08-16,468.88
2024-08-19,466.98
2024-08-20,469.12
2024-08-21,468.0
2024-08-22,468.82
2024-08-23,466.44
2024-08-26,468.64
2024-08-27,474.99
2024-08-28,471.8
2024-08-29,480.8
2024-08-30,483.34
2024-09-03,482.12
2024-09-04,483.14
2024-09-05,477.36
2024-09-06,476.12
2024-09-09,487.09
2024-09-10,488.02
2024-09-11,488.18
2024-09-12,492.11
2024-09-13,493.36
2024-09-16,497.71
2024-09-17,500.99
2024-09-18,494.76
2024-09-19,493.01
2024-09-20,492.74
2024-09-23,497.14
2024-09-24,487.41
2024-09-25,489.45
2024-09-26,491.27
2024-09-27,493.64
2024-09-30,493.8
2024-10-01,496.38
2024-10-02,495.57
2024-10-03,494.97
2024-10-04,497.7
2024-10-07,491.3
2024-10-08,497.06
2024-10-09,499.95
2024-10-10,498.02
2024-10-11,502.26
2024-10-14,506.66
2024-10-15,507.23
2024-10-16,514.07
2024-10-17,513.76
2024-10-18,516.34
2024-10-21,515.01
2024-10-22,513.02
2024-10-23,513.73
2024-10-24,510.62
2024-10-25,507.36
2024-10-28,508.21
2024-10-29,506.28
2024-10-30,513.69
2024-10-31,499.59
2024-11-01,508.08
2024-11-04,505.58
2024-11-05,505.56
2024-11-06,521.13
2024-11-07,517.97
2024-11-08,524.76
2024-11-11,530.12
2024-11-12,529.17
2024-11-13,521.88
2024-11-14,520.4
2024-11-15,521.89
2024-11-18,521.63
2024-11-19,519.46
2024-11-20,512.54
2024-11-21,515.1
2024-11-22,520.86
2024-11-25,526.6
2024-11-26,528.48
2024-11-27,532.38
2024-11-29,532.94
2024-12-02,531.36
2024-12-03,526.18
2024-12-04,521.14
2024-12-05,524.77
2024-12-06,528.57
2024-12-09,522.82
2024-12-10,529.01
2024-12-11,534.45
2024-12-12,532.41
2024-12-13,529.0
2024-12-16,530.31
2024-12-17,531.01
2024-12-18,519.96
2024-12-19,523.28
2024-12-20,528.03
2024-12-23,528.96
2024-12-24,535.71
2024-12-26,536.15
2024-12-27,532.2
2024-12-30,525.55
2024-12-31,526.57
2025-01-02,522.4
2025-01-03,521.36
2025-01-06,511.93
2025-01-07,511.4
2025-01-08,516.4
2025-01-10,504.67
2025-01-13,504.91
2025-01-14,509.02
2025-01-15,522.35
2025-01-16,523.14
2025-01-17,524.7
2025-01-21,528.06
2025-01-22,527.18
2025-01-23,534.22
2025-01-24,533.49
2025-01-27,547.64
2025-01-28,547.36
2025-01-29,548.8
2025-01-30,566.01
2025-01-31,555.43
2025-02-03,563.95
2025-02-04,559.11
2025-02-05,566.29
2025-02-06,567.16
2025-02-07,562.75
2025-02-10,565.49
2025-02-11,564.7
2025-02-12,564.6
2025-02-13,566.31
2025-02-14,564.76
2025-02-18,568.61
2025-02-19,568.5
2025-02-20,563.28
2025-02-21,557.51
2025-02-24,559.0
2025-02-25,564.03
2025-02-26,561.27
2025-02-27,564.82
2025-02-28,576.31
2025-03-03,574.92
2025-03-04,555.07
2025-03-05,558.3
2025-03-06,549.82
2025-03-07,546.77
2025-03-10,537.12
2025-03-11,525.8
2025-03-12,524.64
2025-03-13,519.83
2025-03-14,527.64
2025-03-17,531.99
2025-03-18,530.19
2025-03-19,536.09
2025-03-20,536.38
2025-03-21,535.69
2025-03-24,543.67
2025-03-25,545.16
2025-03-26,549.07
2025-03-27,557.57
2025-03-28,540.61
2025-03-31,548.12
2025-04-01,548.51
2025-04-02,547.38
2025-04-03,530.55
2025-04-04,489.77
2025-04-07,485.52
2025-04-08,479.92
2025-04-09,515.43
2025-04-10,499.34
2025-04-11,509.75
2025-04-14,512.46
2025-04-15,517.38
2025-04-16,513.43
2025-04-17,517.33
2025-04-21,509.32
2025-04-22,527.33
2025-04-23,530.01
2025-04-24,535.46
2025-04-25,533.48
2025-04-28,534.49
2025-04-29,539.68
2025-04-30,548.06
2025-05-01,546.63
2025-05-02,559.39
2025-05-05,561.12
2025-05-06,558.99
2025-05-07,566.33
2025-05-08,567.12
2025-05-09,568.64
2025-05-12,578.27
2025-05-13,576.59
2025-05-14,573.28
2025-05-15,582.2
2025-05-16,583.28
2025-05-19,586.41
2025-05-20,581.11
2025-05-21,569.54
2025-05-22,570.14
2025-05-23,563.58
2025-05-27,574.55
2025-05-28,575.92
2025-05-29,577.78
2025-05-30,585.6
2025-06-02,581.22
2025-06-03,581.97
2025-06-04,584.13
2025-06-05,585.44
2025-06-06,590.12
2025-06-09,584.33
2025-06-10,589.54
2025-06-11,590.74
2025-06-12,589.28
2025-06-13,562.03
2025-06-16,568.67
2025-06-17,569.45
2025-06-18,538.73
2025-06-20,532.97
2025-06-23,542.35
2025-06-24,557.53
2025-06-25,549.7
2025-06-26,545.81
2025-06-27,550.32
2025-06-30,561.94
2025-07-01,564.61
2025-07-02,561.52
2025-07-03,569.24
2025-07-07,565.12
2025-07-08,562.44
2025-07-09,565.11
2025-07-10,563.52
2025-07-11,550.18
2025-07-14,553.02
2025-07-15,550.36
2025-07-16,555.52
2025-07-17,555.61
2025-07-18,552.66
2025-07-21,554.65
2025-07-22,558.76
2025-07-23,562.09
2025-07-24,563.5
2025-07-25,568.22
2025-07-28,568.28
2025-07-29,563.32
2025-07-30,559.11
2025-07-31,566.47
2025-08-01,559.89
2025-08-04,569.81
2025-08-05,566.04
2025-08-06,569.13
2025-08-07,561.22
2025-08-08,574.32
2025-08-11,573.59
2025-08-12,574.18
2025-08-13,577.9
2025-08-14,583.76
2025-08-15,581.7
2025-08-18,584.14
2025-08-19,585.51
2025-08-20,592.68
2025-08-21,591.92
2025-08-22,598.96
2025-08-25,593.21
2025-08-26,591.61
2025-08-27,590.66
2025-08-28,590.48
2025-08-29,595.29
2025-09-02,591.87
